,Saison,Resultat_match,Moy_cote_domicile,Max_cote_domicile,Min_cote_domicile,Moy_cote_exterieur,Max_cote_exterieur,Min_cote_exterieur,Moy_cote_nul,Max_cote_nul,Min_cote_nul,Nb_buts_equipe_dom_an_dernier,Nb_buts_equipe_ext_an_dernier,Num_match_dom,Moy_points_5_match_dom,Moy_buts_5_matchs_dom,Moy_tirs_cadres_5_matchs_dom,Moy_tirs_5_matchs_dom,Nb_jours_dernier_match_dom,Moy_nb_fautes_5_matchs_dom,Moy_corners_5_matchs_dom,Moy_carton_J_5_matchs_dom,Moy_carton_R_5_matchs_dom,Num_match_ext,Moy_points_5_match_ext,Moy_buts_5_matchs_ext,Moy_tirs_cadres_5_matchs_ext,Moy_tirs_5_matchs_ext,Nb_jours_dernier_match_ext,Moy_nb_fautes_5_matchs_ext,Moy_corners_5_matchs_ext,Moy_carton_J_5_matchs_ext,Moy_carton_R_5_matchs_ext,Points_moy_match_saison_dom,Points_moy_match_saison_ext,Pct_buts_par_tirs_cadres_5m_dom,Pct_buts_par_tirs_cadres_5m_ext,note_att_dom,note_mil_dom,note_def_dom,note_gen_dom,note_att_ext,note_mil_ext,note_def_ext,note_gen_ext,Res_an_dernier_A,Res_an_dernier_D,Res_an_dernier_H
2015 - Bastia - Troyes,2015,H,1.84,1.87,1.83,4.49,4.75,4.1,3.44,3.57,3.3,0.0,0.0,25,1.2,0.4,1.6,5.8,4,15.8,0.6,2.2,0.8,25,0.6,1.2,4.2,11.2,3,11.2,5.2,1.8,0.0,1.167,0.458,0.25,0.2857142857142857,70,71,71,71,69,68,67,69,0,0,0
2015 - Caen - Reims,2015,A,2.07,2.1,2.05,3.75,3.9,3.45,3.28,3.43,3.15,0.0,0.0,25,1.2,1.0,3.4,10.2,3,12.6,3.8,1.4,0.2,25,1.0,1.2,3.8,11.0,3,13.2,4.6,1.2,0.2,1.5,1.083,0.29411764705882354,0.3157894736842105,71,71,72,71,73,70,70,72,0,0,0
2015 - Lorient - Montpellier,2015,D,2.39,2.42,2.3,3.14,3.27,3.0,3.14,3.26,3.0,0.0,0.0,25,0.8,1.2,3.2,9.0,3,13.2,4.6,1.8,0.0,25,0.6,1.0,2.8,10.6,4,11.8,5.6,2.0,0.2,1.25,1.042,0.37499999999999994,0.35714285714285715,74,71,72,72,70,73,74,73,0,0,0
2015 - Monaco - Nice,2015,H,1.84,1.91,1.75,4.58,4.8,4.33,3.44,3.55,3.4,0.0,0.0,25,2.0,2.0,4.2,9.6,4,14.2,5.2,2.4,0.0,25,2.0,1.2,3.6,10.6,3,14.2,7.6,1.8,0.0,1.75,1.625,0.47619047619047616,0.3333333333333333,77,77,77,77,74,75,74,74,0,0,0
2015 - Toulouse - Nantes,2015,D,2.24,2.3,2.1,3.45,3.6,3.3,3.12,3.28,3.0,0.0,0.0,25,0.6,0.8,3.2,9.4,3,13.2,3.2,1.6,0.2,25,2.2,2.0,4.0,12.0,3,16.2,5.0,1.6,0.0,0.833,1.458,0.25,0.5,77,73,70,73,73,72,72,72,0,0,0
2015 - Bordeaux - St Etienne,2015,A,2.28,2.4,2.2,3.41,3.7,2.9,3.12,3.24,3.0,0.0,0.0,25,2.0,1.6,4.4,13.6,4,12.0,5.4,2.6,0.0,25,1.4,0.8,2.4,9.8,3,19.2,4.8,2.8,0.0,1.375,1.5,0.36363636363636365,0.33333333333333337,75,73,74,74,74,75,76,76,0,0,0
2015 - Lille - Rennes,2015,D,1.96,2.0,1.9,4.23,4.6,3.9,3.2,3.3,3.1,0.0,0.0,25,1.0,0.8,5.0,12.8,4,17.4,4.4,1.4,0.0,25,1.4,1.4,4.6,10.8,3,8.8,5.8,1.4,0.0,1.208,1.417,0.16,0.30434782608695654,75,73,76,75,76,75,75,75,0,0,0
2015 - Marseille - Paris SG,2015,A,5.28,5.53,5.0,1.71,1.75,1.65,3.6,3.82,3.4,0.0,0.0,25,1.8,1.2,4.0,11.4,5,15.0,5.2,1.8,0.4,25,3.0,2.6,5.8,14.0,4,9.4,5.6,0.8,0.0,1.417,2.75,0.3,0.4482758620689655,77,76,74,76,84,82,82,83,0,0,0
2015 - Rennes - Angers,2015,H,1.93,2.0,1.87,4.48,5.0,3.75,3.23,3.37,3.1,0.0,0.0,26,1.4,1.2,4.4,10.4,5,9.6,5.6,2.2,0.0,26,0.6,1.2,4.6,11.0,6,13.6,3.2,2.0,0.4,1.4,1.48,0.2727272727272727,0.2608695652173913,76,75,75,75,70,71,71,71,0,0,0
2015 - Ajaccio GFCO - Troyes,2015,A,1.67,1.7,1.65,5.63,6.09,5.25,3.62,3.78,3.5,0.0,0.0,26,0.4,0.6,2.6,12.6,7,14.8,3.2,2.0,0.2,26,0.6,1.0,3.8,11.6,7,9.6,6.2,2.0,0.4,1.08,0.44,0.23076923076923075,0.2631578947368421,67,68,68,68,69,68,67,69,0,0,0
2015 - Guingamp - Bordeaux,2015,A,2.32,2.5,2.25,3.31,3.6,2.8,3.13,3.2,3.0,0.0,0.0,26,2.2,1.8,3.0,9.2,7,10.6,4.4,2.0,0.4,26,1.4,1.6,4.4,13.0,6,13.6,5.0,3.2,0.2,1.24,1.32,0.6,0.36363636363636365,73,73,72,73,75,73,74,74,0,0,0
2015 - Montpellier - Toulouse,2015,H,2.1,2.15,2.05,3.74,3.98,3.45,3.18,3.29,3.1,0.0,0.0,26,0.8,1.2,3.0,10.4,7,10.8,4.2,1.8,0.2,26,0.2,0.2,3.0,9.6,7,13.2,4.0,1.2,0.2,1.04,0.84,0.39999999999999997,0.06666666666666667,70,73,74,73,77,73,70,73,0,0,0
2015 - Nantes - Lorient,2015,H,2.09,2.15,2.0,3.89,4.1,3.75,3.14,3.26,3.0,0.0,0.0,26,1.8,1.6,4.2,11.4,7,16.8,5.2,2.2,0.0,26,0.8,1.0,3.6,9.0,7,13.0,5.4,1.8,0.2,1.44,1.24,0.38095238095238093,0.2777777777777778,73,72,72,72,74,71,72,72,0,0,0
2015 - Paris SG - Lille,2015,D,1.37,1.4,1.33,9.6,12.0,8.0,4.66,4.8,4.5,0.0,0.0,26,3.0,2.6,5.8,13.4,6,9.4,4.4,0.8,0.0,26,1.0,0.8,5.6,14.2,6,15.8,4.8,1.0,0.2,2.76,1.2,0.4482758620689655,0.14285714285714288,84,82,82,83,75,73,76,75,0,0,0
2015 - Reims - Bastia,2015,A,1.85,1.9,1.8,4.87,5.29,4.0,3.25,3.3,3.1,0.0,0.0,26,1.6,1.4,4.2,11.8,7,12.2,4.6,1.2,0.0,26,1.8,0.8,2.6,7.0,7,13.8,2.2,1.6,1.0,1.16,1.24,0.3333333333333333,0.3076923076923077,73,70,70,72,70,71,71,71,0,0,0
2015 - Lyon - Caen,2015,H,1.56,1.6,1.53,6.54,7.45,5.6,3.85,4.0,3.6,0.0,0.0,26,1.4,1.4,4.8,14.8,8,14.6,6.2,1.8,0.0,26,1.2,1.0,3.6,9.6,8,13.6,3.4,1.6,0.2,1.44,1.44,0.2916666666666667,0.2777777777777778,77,77,77,77,71,71,72,71,0,0,0
2015 - Nice - Marseille,2015,D,3.15,3.4,2.8,2.37,2.5,2.25,3.2,3.33,3.1,0.0,0.0,26,1.8,1.0,3.6,11.2,8,12.8,7.8,2.4,0.0,26,1.6,1.4,4.8,12.0,7,12.8,4.8,1.4,0.4,1.56,1.36,0.2777777777777778,0.2916666666666667,74,75,74,74,77,76,74,76,0,0,0
2015 - St Etienne - Monaco,2015,D,2.58,2.62,2.5,2.96,3.11,2.7,3.08,3.13,3.0,0.0,0.0,26,2.0,1.4,3.6,10.6,7,20.2,4.4,2.4,0.0,26,2.4,1.8,4.2,9.0,8,13.8,5.0,2.8,0.2,1.56,1.8,0.38888888888888884,0.42857142857142855,74,75,76,76,77,77,77,77,0,0,0
2015 - Bordeaux - Nice,2015,D,2.01,2.05,2.0,3.91,4.15,3.75,3.32,3.42,3.2,0.0,0.0,27,1.4,2.2,5.2,12.8,6,12.0,4.2,2.8,0.2,27,1.4,0.8,3.2,10.8,5,13.8,6.6,2.2,0.0,1.385,1.538,0.4230769230769231,0.25,75,73,74,74,74,75,74,74,0,0,0
2015 - Angers - Montpellier,2015,A,2.88,3.0,2.7,2.7,2.77,2.62,2.95,3.03,2.9,0.0,0.0,27,0.6,1.0,3.8,11.0,8,13.8,3.2,1.6,0.4,27,1.4,1.6,3.2,10.4,7,11.4,4.0,1.6,0.0,1.423,1.115,0.2631578947368421,0.5,70,71,71,71,70,73,74,73,0,0,0
2015 - Lorient - Guingamp,2015,H,2.2,2.25,2.15,3.53,3.86,3.3,3.16,3.28,3.1,0.0,0.0,27,0.8,1.2,3.4,8.2,7,13.0,5.8,2.0,0.4,27,2.0,1.8,2.6,9.6,7,12.2,4.0,1.4,0.2,1.192,1.192,0.35294117647058826,0.6923076923076923,74,71,72,72,73,73,72,73,0,0,0
2015 - Monaco - Troyes,2015,H,1.37,1.4,1.35,8.7,9.5,7.9,4.91,5.25,4.5,0.0,0.0,27,2.0,1.6,3.8,9.4,6,13.6,5.2,2.8,0.2,27,1.2,1.2,3.4,10.4,7,10.2,4.8,2.0,0.4,1.769,0.538,0.4210526315789474,0.35294117647058826,77,77,77,77,69,68,67,69,0,0,0
2015 - Paris SG - Reims,2015,H,1.2,1.22,1.18,16.42,19.0,13.0,6.5,7.2,5.5,0.0,0.0,27,2.6,2.4,5.8,13.4,7,10.2,3.6,1.2,0.0,27,1.4,1.0,4.0,12.4,7,15.6,4.8,2.2,0.0,2.692,1.115,0.41379310344827586,0.25,84,82,82,83,73,70,70,72,0,0,0
2015 - Toulouse - Ajaccio GFCO,2015,D,1.84,2.0,1.75,4.65,5.0,3.75,3.37,3.58,3.2,0.0,0.0,27,0.2,0.2,3.0,9.6,7,14.0,4.4,1.4,0.2,27,0.2,0.6,3.0,12.6,7,15.6,4.6,2.0,0.2,0.808,1.038,0.06666666666666667,0.19999999999999998,77,73,70,73,67,68,68,68,0,0,0
2015 - Caen - Rennes,2015,H,2.71,2.85,2.62,2.77,2.81,2.65,3.07,3.14,3.0,0.0,0.0,27,1.2,1.0,4.2,11.2,7,12.8,4.8,2.2,0.2,27,1.4,0.6,2.2,8.6,9,10.2,5.6,2.0,0.0,1.385,1.462,0.23809523809523808,0.2727272727272727,71,71,72,71,76,75,75,75,0,0,0
2015 - Lille - Lyon,2015,H,2.67,2.72,2.6,2.82,2.94,2.7,3.06,3.15,3.0,0.0,0.0,27,1.2,0.8,4.2,13.2,8,14.4,5.0,1.4,0.2,27,2.0,2.2,5.4,15.2,7,14.8,5.6,2.2,0.0,1.192,1.5,0.19047619047619047,0.40740740740740744,75,73,76,75,77,77,77,77,0,0,0
2015 - Marseille - St Etienne,2015,D,1.92,2.0,1.85,4.43,4.66,3.75,3.28,3.44,3.2,0.0,0.0,27,1.2,1.0,4.2,11.2,7,13.2,5.2,1.6,0.4,27,1.6,1.4,4.4,12.6,7,16.8,6.4,1.8,0.0,1.346,1.538,0.23809523809523808,0.3181818181818181,77,76,74,76,74,75,76,76,0,0,0
2015 - Nice - Bastia,2015,A,1.8,1.85,1.75,4.98,5.4,4.35,3.35,3.4,3.25,0.0,0.0,28,1.0,0.4,3.2,11.2,7,12.0,6.8,2.4,0.0,27,1.8,0.8,3.0,9.2,13,13.0,3.0,1.6,0.8,1.519,1.308,0.125,0.26666666666666666,74,75,74,74,70,71,71,71,0,0,0
2015 - Guingamp - Angers,2015,D,2.1,2.22,2.0,3.94,4.2,3.7,3.1,3.2,3.0,0.0,0.0,28,1.4,2.2,3.4,9.2,7,12.2,4.0,1.4,0.2,28,0.6,1.2,3.8,11.4,7,14.4,3.2,1.4,0.4,1.148,1.37,0.6470588235294118,0.3157894736842105,73,73,72,73,70,71,71,71,0,0,0
2015 - Montpellier - Lille,2015,H,2.49,2.6,2.4,3.14,3.35,2.8,2.97,3.1,2.88,0.0,0.0,28,2.0,2.0,3.8,9.8,7,13.4,4.2,1.4,0.0,28,1.8,0.8,3.6,11.0,6,15.6,4.8,2.0,0.2,1.185,1.259,0.5263157894736842,0.22222222222222224,70,73,74,73,75,73,76,75,0,0,0
2015 - Reims - Bordeaux,2015,H,2.52,2.65,2.4,2.91,3.1,2.65,3.17,3.34,3.1,0.0,0.0,28,1.2,1.0,4.0,12.0,7,14.6,4.8,1.8,0.0,28,1.4,1.8,4.6,14.2,8,10.8,5.0,2.0,0.2,1.074,1.37,0.25,0.391304347826087,73,70,70,72,75,73,74,74,0,0,0
2015 - Toulouse - Rennes,2015,A,2.29,2.35,2.25,3.26,3.4,3.1,3.18,3.33,3.1,0.0,0.0,28,0.4,0.4,3.0,10.4,7,13.4,4.8,1.4,0.2,28,0.8,0.4,1.8,8.0,6,11.4,4.4,1.6,0.0,0.815,1.407,0.13333333333333333,0.22222222222222224,77,73,70,73,76,75,75,75,0,0,0
2015 - Troyes - Lorient,2015,A,3.28,3.9,3.0,2.18,2.29,1.9,3.43,3.6,3.25,0.0,0.0,28,0.6,0.8,4.0,11.8,7,11.6,5.6,1.8,0.4,28,1.4,1.8,4.4,11.0,7,13.0,6.4,2.4,0.4,0.519,1.259,0.2,0.40909090909090906,69,68,67,69,74,71,72,72,0,0,0
2015 - Lyon - Paris SG,2015,H,4.64,5.0,4.35,1.79,1.83,1.75,3.59,3.74,3.4,0.0,0.0,28,1.8,2.0,4.2,13.0,7,15.4,5.4,2.4,0.4,28,2.6,2.2,5.0,13.2,8,10.2,4.8,1.6,0.0,1.444,2.704,0.47619047619047616,0.44000000000000006,77,77,77,77,84,82,82,83,0,0,0
2015 - Nantes - Monaco,2015,D,2.56,2.6,2.45,3.0,3.2,2.7,3.03,3.14,3.0,0.0,0.0,27,2.2,1.6,4.4,11.6,15,17.6,4.8,2.2,0.0,28,2.0,1.4,4.4,9.8,8,11.4,5.0,2.4,0.2,1.5,1.815,0.36363636363636365,0.3181818181818181,73,72,72,72,77,77,77,77,0,0,0
2015 - St Etienne - Caen,2015,A,1.76,1.8,1.7,4.97,5.25,4.75,3.54,3.69,3.4,0.0,0.0,28,1.6,1.4,4.4,14.6,7,17.4,7.4,1.6,0.0,28,1.2,0.8,4.4,11.2,7,13.0,5.6,2.2,0.2,1.519,1.444,0.3181818181818181,0.18181818181818182,74,75,76,76,71,71,72,71,0,0,0
2015 - Caen - Monaco,2015,D,3.15,3.25,2.9,2.42,2.5,2.38,3.14,3.22,3.1,0.0,0.0,29,1.2,0.8,4.6,12.6,5,12.8,5.6,2.2,0.2,29,2.2,1.4,3.8,8.8,5,12.4,4.6,2.0,0.2,1.5,1.786,0.1739130434782609,0.3684210526315789,71,71,72,71,77,77,77,77,0,0,0
2015 - Angers - St Etienne,2015,D,3.06,3.1,2.9,2.55,2.7,2.4,2.97,3.15,2.85,0.0,0.0,29,0.2,1.0,2.2,9.2,7,14.4,2.2,1.6,0.6,29,1.6,1.6,4.6,15.4,6,14.6,6.8,1.2,0.0,1.357,1.464,0.45454545454545453,0.3478260869565218,70,71,71,71,74,75,76,76,0,0,0
2015 - Bastia - Lorient,2015,D,2.4,2.5,2.3,3.21,3.49,2.9,3.08,3.15,3.0,0.0,0.0,28,2.4,1.2,3.6,10.4,8,13.4,3.2,2.4,0.4,29,1.4,1.6,5.0,13.2,7,11.8,6.6,2.0,0.4,1.37,1.321,0.3333333333333333,0.32,70,71,71,71,74,71,72,72,0,0,0
2015 - Bordeaux - Ajaccio GFCO,2015,D,1.7,1.75,1.67,5.3,5.76,4.85,3.6,3.75,3.5,0.0,0.0,29,0.8,1.2,3.4,11.2,7,12.4,4.6,2.0,0.2,28,0.4,0.8,3.0,12.8,14,16.2,4.8,1.8,0.4,1.321,1.037,0.35294117647058826,0.26666666666666666,75,73,74,74,67,68,68,68,0,0,0
2015 - Lille - Reims,2015,H,1.83,1.85,1.8,4.77,5.16,4.33,3.35,3.44,3.2,0.0,0.0,29,1.6,0.6,3.2,9.8,7,15.2,5.2,2.4,0.2,29,1.8,1.8,4.8,12.6,7,15.0,5.0,1.8,0.0,1.214,1.143,0.18749999999999997,0.375,75,73,76,75,73,70,70,72,0,0,0
2015 - Nice - Troyes,2015,H,1.53,1.57,1.5,6.24,6.62,5.75,4.1,4.42,3.8,0.0,0.0,29,1.0,0.4,3.0,10.2,8,12.2,4.8,2.6,0.2,29,0.6,0.8,4.2,11.6,7,10.4,5.4,2.0,0.6,1.464,0.5,0.13333333333333333,0.19047619047619047,74,75,74,74,69,68,67,69,0,0,0
2015 - Paris SG - Montpellier,2015,D,1.44,1.47,1.4,8.21,9.0,7.0,4.19,4.4,4.0,0.0,0.0,29,2.0,2.0,4.6,12.0,6,10.8,4.0,2.2,0.0,29,2.0,1.8,4.0,10.2,7,14.2,4.0,1.0,0.0,2.607,1.25,0.4347826086956522,0.45,84,82,82,83,70,73,74,73,0,0,0
2015 - Lyon - Guingamp,2015,H,1.46,1.5,1.4,7.41,9.0,6.5,4.27,4.56,3.8,0.0,0.0,29,2.4,2.4,5.2,14.0,7,16.0,5.4,2.6,0.4,29,1.0,2.2,3.4,10.8,8,10.8,4.6,1.2,0.2,1.5,1.143,0.4615384615384615,0.6470588235294118,77,77,77,77,73,73,72,73,0,0,0
2015 - Marseille - Toulouse,2015,D,1.69,1.75,1.65,5.31,5.51,4.65,3.68,3.91,3.4,0.0,0.0,28,1.2,1.0,3.8,11.4,14,12.2,6.6,1.2,0.6,29,0.4,0.4,2.0,8.8,8,13.8,4.4,1.6,0.0,1.333,0.786,0.2631578947368421,0.2,77,76,74,76,77,73,70,73,0,0,0
2015 - Rennes - Nantes,2015,H,2.28,2.33,2.2,3.49,3.71,3.2,3.03,3.1,2.9,0.0,0.0,29,1.4,0.8,2.2,10.0,8,11.0,4.4,1.4,0.0,28,2.2,1.2,4.8,12.8,7,16.8,5.6,2.0,0.0,1.464,1.481,0.36363636363636365,0.25,76,75,75,75,73,72,72,72,0,0,0
2015 - Ajaccio GFCO - Marseille,2015,D,3.45,3.7,3.25,2.19,2.25,2.15,3.25,3.38,3.1,0.0,0.0,29,0.6,1.0,2.8,10.4,4,16.0,4.2,1.6,0.4,29,1.2,1.0,4.8,12.2,3,12.2,7.0,1.4,0.4,1.036,1.321,0.35714285714285715,0.20833333333333334,67,68,68,68,77,76,74,76,0,0,0
2015 - Bastia - Nantes,2015,D,2.86,2.9,2.8,2.79,2.9,2.6,2.88,3.02,2.8,0.0,0.0,29,2.0,1.0,4.4,13.8,4,13.8,4.6,2.4,0.2,29,1.6,1.2,5.4,13.0,3,16.8,5.4,1.8,0.0,1.357,1.429,0.22727272727272727,0.2222222222222222,70,71,71,71,73,72,72,72,0,0,0
2015 - Monaco - Reims,2015,D,1.63,1.65,1.6,5.82,6.25,5.3,3.78,4.0,3.5,0.0,0.0,30,1.8,1.4,3.6,9.0,7,12.6,4.2,2.4,0.2,30,1.2,1.4,5.0,11.8,6,17.4,4.6,2.2,0.2,1.759,1.103,0.38888888888888884,0.27999999999999997,77,77,77,77,73,70,70,72,0,0,0
2015 - Ajaccio GFCO - Caen,2015,H,2.49,2.6,2.4,2.98,3.2,2.6,3.15,3.27,3.0,0.0,0.0,30,0.8,1.0,3.6,13.0,3,17.2,5.4,1.8,0.2,30,1.4,1.2,5.4,13.4,8,12.0,5.6,2.2,0.0,1.034,1.483,0.2777777777777778,0.2222222222222222,67,68,68,68,71,71,72,71,0,0,0
2015 - Bastia - Lille,2015,A,2.98,3.12,2.65,2.64,2.7,2.5,2.94,3.1,2.8,0.0,0.0,30,2.2,1.0,4.0,12.6,3,14.4,5.6,2.4,0.2,30,1.6,0.8,3.0,9.0,7,14.6,3.8,2.8,0.2,1.345,1.276,0.25,0.26666666666666666,70,71,71,71,75,73,76,75,0,0,0
2015 - Guingamp - St Etienne,2015,H,2.91,3.02,2.75,2.57,2.7,2.4,3.09,3.25,2.9,0.0,0.0,30,0.4,1.6,3.4,10.6,6,10.6,4.6,1.6,0.2,30,1.2,1.4,4.0,14.2,7,14.4,6.2,1.4,0.0,1.103,1.448,0.4705882352941177,0.35,73,73,72,73,74,75,76,76,0,0,0
2015 - Lorient - Marseille,2015,D,3.07,3.15,2.9,2.37,2.42,2.3,3.25,3.38,3.1,0.0,0.0,30,1.6,1.4,4.4,11.4,7,12.0,5.4,2.6,0.4,30,0.8,1.0,5.6,12.6,3,13.0,6.6,1.2,0.2,1.31,1.31,0.3181818181818181,0.17857142857142858,74,71,72,72,77,76,74,76,0,0,0
2015 - Montpellier - Nice,2015,A,2.03,2.1,2.0,3.94,4.3,3.4,3.25,3.33,3.1,0.0,0.0,30,2.2,1.8,3.4,9.2,7,12.2,3.6,0.8,0.0,30,1.0,0.6,4.0,11.8,7,11.4,4.8,2.6,0.2,1.241,1.517,0.5294117647058824,0.15,70,73,74,73,74,75,74,74,0,0,0
2015 - Toulouse - Bordeaux,2015,H,2.33,2.4,2.25,3.11,3.25,2.9,3.28,3.46,3.1,0.0,0.0,30,0.6,0.6,3.2,11.0,6,14.6,4.2,1.6,0.0,30,1.0,1.4,3.2,11.2,7,12.6,3.6,1.6,0.2,0.793,1.31,0.18749999999999997,0.43749999999999994,77,73,70,73,75,73,74,74,0,0,0
2015 - Nantes - Angers,2015,H,1.86,2.0,1.8,4.92,5.42,3.75,3.21,3.28,3.1,0.0,0.0,30,1.2,0.6,4.2,11.4,4,17.2,4.8,2.4,0.0,30,0.4,0.8,1.4,8.4,8,13.0,2.0,1.8,0.4,1.414,1.345,0.14285714285714285,0.5714285714285715,73,72,72,72,70,71,71,71,0,0,0
2015 - Rennes - Lyon,2015,D,3.1,3.26,2.9,2.39,2.45,2.3,3.18,3.29,3.1,0.0,0.0,30,2.0,1.6,3.6,11.2,7,11.2,4.0,1.2,0.2,30,2.4,2.8,6.0,13.8,7,16.8,6.0,2.6,0.4,1.517,1.552,0.4444444444444445,0.4666666666666666,76,75,75,75,77,77,77,77,0,0,0
2015 - Troyes - Paris SG,2015,A,12.07,15.0,9.0,1.26,1.3,1.22,5.71,6.5,5.0,0.0,0.0,30,0.6,1.0,4.2,10.6,8,10.2,4.6,1.6,0.6,30,1.6,1.4,4.2,10.2,8,11.2,4.2,2.0,0.0,0.483,2.552,0.23809523809523808,0.3333333333333333,69,68,67,69,84,82,82,83,0,0,0
2015 - Marseille - Rennes,2015,A,1.91,2.0,1.83,4.2,4.4,4.0,3.46,3.6,3.3,0.0,0.0,31,1.0,1.0,4.6,11.0,6,14.0,6.4,1.6,0.2,31,2.0,1.8,3.8,11.8,5,12.0,3.6,1.4,0.2,1.3,1.5,0.2173913043478261,0.4736842105263158,77,76,74,76,76,75,75,75,0,0,0
2015 - Angers - Lorient,2015,H,2.55,2.64,2.4,2.95,3.05,2.8,3.06,3.15,3.0,0.0,0.0,31,0.4,0.8,1.4,8.6,6,13.4,1.6,2.2,0.2,31,1.6,1.4,5.6,13.2,7,12.8,5.4,2.6,0.2,1.3,1.3,0.5714285714285715,0.25,70,71,71,71,74,71,72,72,0,0,0
2015 - Caen - Troyes,2015,H,1.46,1.5,1.4,6.9,7.5,6.5,4.41,4.75,4.0,0.0,0.0,31,1.4,1.2,5.4,12.8,7,10.6,5.2,1.6,0.0,31,0.6,1.0,4.6,11.6,6,9.6,4.4,1.4,0.4,1.433,0.467,0.2222222222222222,0.2173913043478261,71,71,72,71,69,68,67,69,0,0,0
2015 - Lille - Toulouse,2015,H,1.91,1.95,1.85,4.36,4.67,4.0,3.31,3.43,3.2,0.0,0.0,31,2.0,1.0,2.6,7.4,7,14.4,3.8,3.2,0.0,31,1.0,1.4,5.0,13.2,7,15.6,3.8,1.8,0.0,1.333,0.867,0.3846153846153846,0.27999999999999997,75,73,76,75,77,73,70,73,0,0,0
2015 - Lyon - Nantes,2015,H,1.64,1.69,1.6,5.76,6.0,5.3,3.66,3.85,3.5,0.0,0.0,31,2.0,2.6,6.8,15.6,6,15.8,6.4,3.0,0.4,31,1.6,1.0,4.2,10.6,6,16.0,4.6,2.0,0.0,1.533,1.467,0.3823529411764706,0.23809523809523808,77,77,77,77,73,72,72,72,0,0,0
2015 - Reims - Guingamp,2015,A,2.18,2.2,2.15,3.5,3.73,3.3,3.21,3.35,3.0,0.0,0.0,31,0.8,1.4,4.8,11.2,8,17.0,5.6,2.2,0.2,31,0.8,2.0,4.0,11.6,7,11.0,5.0,1.6,0.0,1.1,1.167,0.2916666666666667,0.5,73,70,70,72,73,73,72,73,0,0,0
2015 - St Etienne - Montpellier,2015,H,2.01,2.1,1.9,4.06,4.2,3.8,3.23,3.33,3.0,0.0,0.0,31,0.6,0.6,2.8,14.0,7,13.4,7.2,1.6,0.0,31,2.0,1.6,3.6,9.2,7,14.0,4.2,1.0,0.0,1.4,1.2,0.2142857142857143,0.4444444444444445,74,75,76,76,70,73,74,73,0,0,0
2015 - Bordeaux - Bastia,2015,D,1.75,1.8,1.7,5.26,5.5,4.65,3.4,3.5,3.3,0.0,0.0,31,1.0,1.2,3.0,11.8,8,12.6,3.6,1.4,0.2,31,1.6,0.8,3.2,12.4,8,16.4,5.0,2.8,0.0,1.267,1.3,0.39999999999999997,0.25,75,73,74,74,70,71,71,71,0,0,0
2015 - Nice - Ajaccio GFCO,2015,H,1.83,1.88,1.78,4.59,4.8,4.35,3.44,3.51,3.3,0.0,0.0,31,1.6,1.0,4.0,11.4,8,10.8,4.2,1.6,0.2,31,1.2,1.2,4.0,13.4,8,16.4,5.4,1.6,0.2,1.567,1.1,0.25,0.3,74,75,74,74,67,68,68,68,0,0,0
2015 - Paris SG - Monaco,2015,A,1.34,1.4,1.3,10.07,11.46,7.5,4.82,5.25,4.3,0.0,0.0,31,1.6,2.8,6.6,12.4,7,10.6,5.4,1.8,0.0,31,1.4,1.6,4.2,9.8,9,12.8,5.2,2.0,0.0,2.567,1.733,0.42424242424242425,0.38095238095238093,84,82,82,83,77,77,77,77,0,0,0
2015 - Monaco - Bordeaux,2015,A,1.77,1.8,1.73,4.75,5.06,4.35,3.59,3.76,3.4,0.0,0.0,32,1.8,1.8,4.8,10.6,12,11.8,4.4,2.0,0.0,32,0.6,0.6,2.4,11.6,12,12.8,4.0,1.8,0.2,1.774,1.258,0.375,0.25,77,77,77,77,75,73,74,74,0,0,0
2015 - Ajaccio GFCO - St Etienne,2015,A,3.1,3.3,2.9,2.49,2.62,2.4,3.02,3.15,2.9,0.0,0.0,32,1.2,0.8,3.2,12.2,13,15.0,4.2,1.6,0.2,32,1.0,1.0,2.4,12.0,14,14.6,5.8,1.8,0.0,1.065,1.452,0.25,0.4166666666666667,67,68,68,68,74,75,76,76,0,0,0
2015 - Guingamp - Montpellier,2015,D,2.4,2.48,2.3,3.2,3.5,2.9,3.06,3.15,3.0,0.0,0.0,32,1.4,1.8,4.0,10.0,14,9.4,4.2,1.8,0.0,32,1.4,1.2,3.4,9.2,14,13.8,4.8,1.6,0.0,1.226,1.161,0.45,0.35294117647058826,73,73,72,73,70,73,74,73,0,0,0
2015 - Paris SG - Nice,2015,H,1.6,1.67,1.57,5.89,6.5,5.4,3.83,4.18,3.6,0.0,0.0,32,1.4,2.8,6.6,14.6,13,9.4,6.8,1.6,0.0,32,2.0,1.4,4.4,11.6,13,8.6,4.8,1.6,0.2,2.484,1.613,0.42424242424242425,0.3181818181818181,84,82,82,83,74,75,74,74,0,0,0
2015 - Rennes - Reims,2015,H,1.92,1.95,1.85,4.21,4.5,4.0,3.39,3.58,3.2,0.0,0.0,32,2.0,2.6,5.0,12.2,15,13.4,2.8,1.6,0.2,32,0.8,1.4,4.4,12.4,14,15.2,6.4,2.0,0.2,1.548,1.065,0.52,0.3181818181818181,76,75,75,75,73,70,70,72,0,0,0
