,Equipe,Adversaire,Buts,Buts_mi_temps,Nb_tirs,Nb_tirs_cadres,Nb_fautes,Corners,Carton_jaune,Carton_rouge,Date,Saison,Resultat_match,D_E,Nb_points
292,Lille,Bastia,2,1,9,4,11,4,3,0,2016-03-12,2015,Victoire,E,3
293,St Etienne,Guingamp,0,0,13,2,14,9,2,0,2016-03-12,2015,Defaite,E,0
294,Marseille,Lorient,1,0,10,2,12,5,2,0,2016-03-12,2015,Nul,E,1
295,Nice,Montpellier,2,0,10,3,11,4,1,0,2016-03-12,2015,Victoire,E,3
296,Bordeaux,Toulouse,0,0,13,2,19,3,3,1,2016-03-12,2015,Defaite,E,0
297,Angers,Nantes,0,0,6,0,11,0,3,0,2016-03-13,2015,Defaite,E,0
298,Lyon,Rennes,2,1,17,7,11,8,4,0,2016-03-13,2015,Nul,E,1
299,Paris SG,Troyes,9,3,22,15,7,8,0,0,2016-03-13,2015,Victoire,E,3
300,Rennes,Marseille,5,3,12,8,17,3,1,0,2016-03-18,2015,Victoire,E,3
301,Lorient,Angers,1,1,6,2,17,2,4,0,2016-03-19,2015,Defaite,E,0
302,Troyes,Caen,1,1,4,2,8,2,2,0,2016-03-19,2015,Defaite,E,0
303,Toulouse,Lille,0,0,10,3,13,3,3,0,2016-03-19,2015,Defaite,E,0
304,Nantes,Lyon,0,0,7,1,14,2,2,0,2016-03-19,2015,Defaite,E,0
305,Guingamp,Reims,1,1,2,2,10,1,2,0,2016-03-19,2015,Victoire,E,3
306,Montpellier,St Etienne,0,0,7,1,13,7,3,0,2016-03-19,2015,Defaite,E,0
307,Bastia,Bordeaux,1,0,8,4,13,3,2,0,2016-03-20,2015,Nul,E,1
308,Ajaccio GFCO,Nice,0,0,12,2,10,5,2,0,2016-03-20,2015,Defaite,E,0
309,Monaco,Paris SG,2,0,12,5,6,2,1,0,2016-03-20,2015,Victoire,E,3
310,Bordeaux,Monaco,2,1,10,4,17,3,1,0,2016-04-01,2015,Victoire,E,3
311,St Etienne,Ajaccio GFCO,2,1,7,4,11,6,0,0,2016-04-02,2015,Victoire,E,3
312,Montpellier,Guingamp,2,1,12,4,16,5,2,0,2016-04-02,2015,Nul,E,1
313,Nice,Paris SG,1,1,6,4,9,6,0,0,2016-04-02,2015,Defaite,E,0
314,Reims,Rennes,1,0,10,4,16,6,0,0,2016-04-02,2015,Defaite,E,0
315,Caen,Toulouse,0,0,6,1,20,5,1,0,2016-04-02,2015,Defaite,E,0
316,Angers,Troyes,1,0,17,3,14,4,1,0,2016-04-02,2015,Victoire,E,3
317,Marseille,Bastia,1,0,7,2,20,2,2,1,2016-04-03,2015,Defaite,E,0
318,Lyon,Lorient,3,1,17,7,14,3,0,0,2016-04-03,2015,Victoire,E,3
319,Lille,Nantes,3,1,11,7,11,4,1,0,2016-04-03,2015,Victoire,E,3
320,Lyon,Montpellier,2,2,14,8,9,1,2,0,2016-04-08,2015,Victoire,E,3
321,Ajaccio GFCO,Angers,0,0,2,1,26,6,5,0,2016-04-09,2015,Nul,E,1
322,Lorient,Caen,2,1,17,7,10,5,0,0,2016-04-09,2015,Victoire,E,3
323,Paris SG,Guingamp,2,0,13,6,10,4,0,0,2016-04-09,2015,Victoire,E,3
324,Nantes,Reims,1,0,14,5,14,4,3,1,2016-04-09,2015,Defaite,E,0
325,Troyes,St Etienne,0,0,9,1,12,5,2,0,2016-04-09,2015,Defaite,E,0
326,Bastia,Toulouse,0,0,4,1,16,2,0,1,2016-04-09,2015,Defaite,E,0
327,Monaco,Lille,1,0,7,4,14,4,2,1,2016-04-10,2015,Defaite,E,0
328,Bordeaux,Marseille,0,0,9,3,11,5,2,0,2016-04-10,2015,Nul,E,1
329,Rennes,Nice,0,0,8,3,11,7,0,0,2016-04-10,2015,Defaite,E,0
330,Nice,Lyon,1,1,6,2,20,3,2,0,2016-04-15,2015,Nul,E,1
331,Lille,Ajaccio GFCO,4,1,13,5,9,6,2,0,2016-04-16,2015,Victoire,E,3
332,St Etienne,Bastia,1,0,9,4,16,4,2,0,2016-04-16,2015,Victoire,E,3
333,Angers,Bordeaux,3,0,4,4,15,0,2,1,2016-04-16,2015,Victoire,E,3
334,Toulouse,Lorient,1,0,11,2,15,2,2,0,2016-04-16,2015,Nul,E,1
335,Caen,Paris SG,0,0,15,8,8,3,0,0,2016-04-16,2015,Defaite,E,0
336,Reims,Troyes,1,0,15,4,10,7,3,0,2016-04-16,2015,Defaite,E,0
337,Marseille,Monaco,1,0,7,2,14,1,0,0,2016-04-17,2015,Defaite,E,0
338,Montpellier,Nantes,2,1,11,5,14,7,2,0,2016-04-17,2015,Victoire,E,3
339,Guingamp,Rennes,3,0,12,7,6,3,2,0,2016-04-17,2015,Victoire,E,3
340,Reims,Nice,0,0,10,4,14,4,3,0,2016-04-22,2015,Defaite,E,0
341,Lyon,Toulouse,3,0,11,3,18,2,3,0,2016-04-23,2015,Victoire,E,3
342,Bastia,Ajaccio GFCO,2,1,17,7,13,4,2,0,2016-04-24,2015,Defaite,E,0
343,Caen,Guingamp,1,1,12,5,14,0,0,1,2016-04-24,2015,Nul,E,1
344,Nantes,Marseille,1,1,7,3,23,2,3,0,2016-04-24,2015,Nul,E,1
345,Troyes,Montpellier,1,1,17,7,6,7,2,0,2016-04-24,2015,Defaite,E,0
346,Monaco,Rennes,1,1,10,6,19,6,3,0,2016-04-24,2015,Nul,E,1
347,Lorient,St Etienne,0,0,9,1,9,5,1,0,2016-04-24,2015,Defaite,E,0
348,Angers,Lille,0,0,7,4,18,3,4,0,2016-04-27,2015,Nul,E,1
349,Rennes,Paris SG,0,0,9,2,8,2,1,0,2016-04-29,2015,Defaite,E,0
350,Bastia,Caen,0,0,7,2,13,3,3,0,2016-04-30,2015,Nul,E,1
351,Lille,Lorient,1,0,14,5,14,6,2,0,2016-04-30,2015,Victoire,E,3
352,Ajaccio GFCO,Lyon,1,0,5,2,20,0,2,0,2016-04-30,2015,Defaite,E,0
353,Guingamp,Monaco,2,0,8,4,15,4,1,0,2016-04-30,2015,Defaite,E,0
354,Nice,Nantes,0,0,5,2,12,6,1,0,2016-04-30,2015,Defaite,E,0
355,Montpellier,Reims,3,1,10,5,12,9,1,0,2016-04-30,2015,Victoire,E,3
356,Toulouse,St Etienne,0,0,9,7,17,6,2,0,2016-04-30,2015,Nul,E,1
357,Bordeaux,Troyes,4,2,13,9,9,3,1,0,2016-04-30,2015,Victoire,E,3
358,Marseille,Angers,1,1,12,4,13,3,4,0,2016-05-01,2015,Victoire,E,3
359,Paris SG,Ajaccio GFCO,4,1,9,6,11,3,1,0,2016-05-07,2015,Victoire,E,3
360,Angers,Bastia,0,0,11,2,15,5,1,0,2016-05-07,2015,Defaite,E,0
361,Lorient,Bordeaux,0,0,10,2,9,4,1,0,2016-05-07,2015,Defaite,E,0
362,Guingamp,Lille,0,0,2,0,22,3,4,0,2016-05-07,2015,Nul,E,1
363,Monaco,Lyon,1,1,11,1,15,4,3,1,2016-05-07,2015,Defaite,E,0
364,Reims,Marseille,0,0,14,2,9,4,1,0,2016-05-07,2015,Defaite,E,0
365,Rennes,Montpellier,0,0,10,2,5,3,0,0,2016-05-07,2015,Defaite,E,0
366,Caen,Nantes,2,2,9,3,10,1,2,0,2016-05-07,2015,Victoire,E,3
367,St Etienne,Nice,0,0,2,1,14,3,3,2,2016-05-07,2015,Defaite,E,0
368,Troyes,Toulouse,0,0,3,1,21,2,3,0,2016-05-07,2015,Defaite,E,0
369,Paris SG,Bordeaux,1,0,9,2,7,3,2,0,2016-05-11,2015,Nul,E,1
370,Toulouse,Angers,3,0,14,7,14,8,1,0,2016-05-14,2015,Victoire,E,3
371,Bordeaux,Caen,0,0,11,5,15,6,4,0,2016-05-14,2015,Defaite,E,0
372,Nice,Guingamp,3,2,10,3,10,2,1,0,2016-05-14,2015,Victoire,E,3
373,Ajaccio GFCO,Lorient,0,0,18,3,11,5,1,0,2016-05-14,2015,Defaite,E,0
374,Montpellier,Monaco,0,0,10,4,15,7,1,0,2016-05-14,2015,Defaite,E,0
375,Nantes,Paris SG,0,0,13,3,8,4,1,0,2016-05-14,2015,Defaite,E,0
376,Lyon,Reims,1,0,9,3,14,4,2,0,2016-05-14,2015,Defaite,E,0
377,Bastia,Rennes,2,1,9,5,15,2,5,0,2016-05-14,2015,Victoire,E,3
378,Lille,St Etienne,1,1,12,6,12,3,2,0,2016-05-14,2015,Victoire,E,3
379,Marseille,Troyes,1,0,19,6,7,13,1,0,2016-05-14,2015,Nul,E,1
380,Paris SG,Bastia,1,0,9,6,16,6,3,0,2016-08-12,2016,Victoire,E,3
381,Guingamp,Monaco,2,2,9,5,15,2,4,0,2016-08-12,2016,Nul,E,1
382,St Etienne,Bordeaux,2,0,14,5,20,6,2,0,2016-08-13,2016,Defaite,E,0
383,Lorient,Caen,2,2,8,2,9,2,2,1,2016-08-13,2016,Defaite,E,0
384,Nantes,Dijon,1,0,10,3,11,4,2,0,2016-08-13,2016,Victoire,E,3
385,Lille,Metz,2,1,13,4,9,5,2,0,2016-08-13,2016,Defaite,E,0
386,Angers,Montpellier,0,0,12,2,12,2,2,0,2016-08-13,2016,Defaite,E,0
387,Toulouse,Marseille,0,0,6,2,12,6,1,0,2016-08-14,2016,Nul,E,1
388,Lyon,Nancy,3,2,9,7,14,4,2,0,2016-08-14,2016,Victoire,E,3
389,Rennes,Nice,0,0,19,4,9,8,1,0,2016-08-14,2016,Defaite,E,0
390,Caen,Lyon,0,0,7,1,14,3,4,0,2016-08-19,2016,Defaite,E,0
391,Nice,Angers,1,1,14,8,10,3,2,0,2016-08-20,2016,Victoire,E,3
392,Dijon,Lille,0,0,7,2,15,5,2,0,2016-08-20,2016,Defaite,E,0
393,Bastia,Lorient,3,2,16,7,11,5,4,0,2016-08-20,2016,Victoire,E,3
394,Monaco,Nantes,1,1,8,3,18,3,4,0,2016-08-20,2016,Victoire,E,3
395,Nancy,Rennes,0,0,8,1,8,7,2,0,2016-08-20,2016,Defaite,E,0
396,Bordeaux,Toulouse,1,0,9,2,14,6,3,1,2016-08-20,2016,Defaite,E,0
397,Marseille,Guingamp,1,0,8,3,15,6,1,0,2016-08-21,2016,Defaite,E,0
398,Metz,Paris SG,0,0,11,6,6,2,1,0,2016-08-21,2016,Defaite,E,0
399,Montpellier,St Etienne,1,1,13,3,12,6,1,0,2016-08-21,2016,Defaite,E,0
400,Lorient,Marseille,0,0,10,5,11,4,1,0,2016-08-26,2016,Defaite,E,0
401,Bastia,Caen,0,0,5,1,20,2,5,0,2016-08-27,2016,Defaite,E,0
402,Lyon,Dijon,2,2,25,9,9,10,2,0,2016-08-27,2016,Defaite,E,0
403,Angers,Metz,0,0,23,7,11,9,2,0,2016-08-27,2016,Defaite,E,0
404,Rennes,Montpellier,1,0,12,2,16,4,2,0,2016-08-27,2016,Nul,E,1
405,Guingamp,Nancy,2,0,14,6,10,3,1,0,2016-08-27,2016,Victoire,E,3
406,Lille,Nice,1,1,8,3,13,6,2,0,2016-08-27,2016,Nul,E,1
407,Nantes,Bordeaux,0,0,16,6,16,8,1,0,2016-08-28,2016,Defaite,E,0
408,Paris SG,Monaco,1,0,6,2,10,7,2,0,2016-08-28,2016,Defaite,E,0
409,Toulouse,St Etienne,0,0,9,2,16,4,1,0,2016-08-28,2016,Nul,E,1
410,St Etienne,Paris SG,1,0,5,2,13,1,4,0,2016-09-09,2016,Nul,E,1
411,Dijon,Angers,1,1,7,2,9,1,2,1,2016-09-10,2016,Defaite,E,0
412,Toulouse,Bastia,1,0,8,3,21,1,4,0,2016-09-10,2016,Defaite,E,0
413,Montpellier,Guingamp,1,1,5,2,14,3,1,0,2016-09-10,2016,Nul,E,1
414,Monaco,Lille,4,2,9,6,13,1,1,0,2016-09-10,2016,Victoire,E,3
415,Nancy,Lorient,2,1,7,3,20,3,5,0,2016-09-10,2016,Victoire,E,3
416,Bordeaux,Lyon,3,1,10,6,7,4,1,0,2016-09-10,2016,Victoire,E,3
417,Metz,Nantes,3,2,10,4,19,3,4,0,2016-09-11,2016,Victoire,E,3
418,Marseille,Nice,2,1,14,5,15,3,3,0,2016-09-11,2016,Defaite,E,0
419,Caen,Rennes,0,0,8,4,7,8,1,0,2016-09-11,2016,Defaite,E,0
420,Paris SG,Caen,6,4,21,7,10,3,1,0,2016-09-16,2016,Victoire,E,3
421,Angers,Bordeaux,1,1,5,5,17,5,4,0,2016-09-17,2016,Victoire,E,3
422,Metz,Dijon,0,0,7,3,18,3,3,1,2016-09-17,2016,Nul,E,1
423,Lille,Lorient,0,0,10,0,10,2,2,0,2016-09-17,2016,Defaite,E,0
424,Rennes,Monaco,0,0,5,3,10,4,1,0,2016-09-17,2016,Defaite,E,0
425,Nantes,Nancy,1,0,14,5,18,2,0,0,2016-09-17,2016,Nul,E,1
426,Guingamp,Toulouse,1,0,5,3,11,1,3,1,2016-09-17,2016,Defaite,E,0
427,Lyon,Marseille,0,0,14,1,12,1,2,0,2016-09-18,2016,Nul,E,1
428,Nice,Montpellier,1,0,9,4,12,3,1,0,2016-09-18,2016,Nul,E,1
429,Bastia,St Etienne,0,0,9,3,11,4,4,0,2016-09-18,2016,Defaite,E,0
430,Toulouse,Lille,2,1,7,2,21,3,5,0,2016-09-20,2016,Victoire,E,3
431,Dijon,Paris SG,0,0,8,4,7,4,0,0,2016-09-20,2016,Defaite,E,0
432,Caen,Angers,1,0,6,1,11,4,1,0,2016-09-21,2016,Defaite,E,0
433,Nancy,Bastia,0,0,4,2,19,3,0,0,2016-09-21,2016,Nul,E,1
434,Lorient,Guingamp,0,0,13,3,14,7,2,0,2016-09-21,2016,Defaite,E,0
435,Montpellier,Lyon,1,1,8,2,15,1,1,1,2016-09-21,2016,Defaite,E,0
436,Bordeaux,Metz,3,1,20,7,4,6,0,0,2016-09-21,2016,Victoire,E,3
437,St Etienne,Nantes,0,0,6,0,14,2,0,1,2016-09-21,2016,Nul,E,1
438,Monaco,Nice,0,0,17,7,16,6,1,1,2016-09-21,2016,Defaite,E,0
439,Marseille,Rennes,2,1,8,4,24,4,1,1,2016-09-21,2016,Defaite,E,0
440,Paris SG,Toulouse,0,0,12,3,11,7,1,1,2016-09-23,2016,Defaite,E,0
441,Guingamp,Bastia,0,0,3,3,17,1,1,1,2016-09-24,2016,Defaite,E,0
442,Caen,Bordeaux,0,0,13,4,16,5,2,0,2016-09-24,2016,Nul,E,1
443,Rennes,Dijon,0,0,19,4,12,3,1,0,2016-09-24,2016,Defaite,E,0
444,Lyon,Lorient,0,0,18,8,8,8,1,0,2016-09-24,2016,Defaite,E,0
445,Angers,Monaco,1,0,11,4,9,7,1,0,2016-09-24,2016,Defaite,E,0
446,Metz,Montpellier,1,1,4,3,20,5,3,0,2016-09-24,2016,Victoire,E,3
447,Nantes,Marseille,1,1,13,4,17,5,3,0,2016-09-25,2016,Defaite,E,0
448,Nice,Nancy,1,0,13,4,16,2,1,0,2016-09-25,2016,Victoire,E,3
449,Lille,St Etienne,1,0,12,3,15,5,1,1,2016-09-25,2016,Defaite,E,0
450,Guingamp,Rennes,0,0,6,1,12,2,1,1,2016-09-30,2016,Defaite,E,0
451,Toulouse,Caen,0,0,9,1,17,2,6,0,2016-10-01,2016,Defaite,E,0
452,Montpellier,Dijon,3,2,15,6,12,4,2,0,2016-10-01,2016,Nul,E,1
453,Nancy,Lille,0,0,5,3,12,4,3,0,2016-10-01,2016,Defaite,E,0
454,Monaco,Metz,7,3,14,9,12,4,1,0,2016-10-01,2016,Victoire,E,3
455,Bastia,Nantes,0,0,12,6,9,2,3,0,2016-10-01,2016,Defaite,E,0
456,Bordeaux,Paris SG,0,0,6,2,9,2,1,0,2016-10-01,2016,Defaite,E,0
457,Marseille,Angers,1,0,9,2,12,7,0,0,2016-10-02,2016,Nul,E,1
458,St Etienne,Lyon,0,0,11,3,15,7,1,0,2016-10-02,2016,Defaite,E,0
459,Lorient,Nice,1,0,17,4,14,5,3,0,2016-10-02,2016,Defaite,E,0
460,Lyon,Nice,0,0,4,3,22,4,3,1,2016-10-14,2016,Defaite,E,0
461,Monaco,Toulouse,1,1,4,1,17,1,1,0,2016-10-14,2016,Defaite,E,0
462,Angers,Bastia,2,1,7,3,11,4,0,0,2016-10-15,2016,Victoire,E,3
463,Lille,Guingamp,0,0,12,3,21,0,0,0,2016-10-15,2016,Defaite,E,0
464,Nantes,Lorient,2,1,5,3,9,1,4,0,2016-10-15,2016,Victoire,E,3
465,Caen,Montpellier,2,1,12,5,6,2,0,0,2016-10-15,2016,Defaite,E,0
466,Paris SG,Nancy,2,2,7,3,10,1,1,0,2016-10-15,2016,Victoire,E,3
467,Metz,Marseille,0,0,11,1,10,6,2,0,2016-10-16,2016,Defaite,E,0
468,Bordeaux,Rennes,1,0,7,1,11,3,2,0,2016-10-16,2016,Nul,E,1
469,Dijon,St Etienne,1,1,11,3,8,4,3,1,2016-10-16,2016,Nul,E,1
470,Montpellier,Monaco,2,1,9,3,10,2,0,0,2016-10-21,2016,Defaite,E,0
471,Toulouse,Angers,0,0,6,2,12,2,4,0,2016-10-22,2016,Nul,E,1
472,Nancy,Bordeaux,1,0,11,3,16,4,3,0,2016-10-22,2016,Nul,E,1
473,Lorient,Dijon,0,0,15,5,14,5,2,0,2016-10-22,2016,Defaite,E,0
474,Bastia,Lille,1,0,5,1,20,4,1,0,2016-10-22,2016,Defaite,E,0
475,Guingamp,Lyon,3,0,6,5,20,5,3,0,2016-10-22,2016,Victoire,E,3
476,Rennes,Nantes,2,0,7,3,8,0,3,0,2016-10-22,2016,Victoire,E,3
477,St Etienne,Caen,2,0,13,6,13,5,1,0,2016-10-23,2016,Victoire,E,3
478,Nice,Metz,4,2,17,8,1,3,0,0,2016-10-23,2016,Victoire,E,3
479,Marseille,Paris SG,0,0,0,0,10,0,2,0,2016-10-23,2016,Nul,E,1
480,Paris SG,Lille,1,0,17,7,17,4,1,0,2016-10-28,2016,Victoire,E,3
481,Dijon,Bastia,0,0,8,2,25,5,1,0,2016-10-29,2016,Nul,E,1
482,Angers,Guingamp,0,0,15,3,12,5,3,0,2016-10-29,2016,Defaite,E,0
483,Montpellier,Lorient,2,1,8,4,9,5,1,0,2016-10-29,2016,Nul,E,1
484,Caen,Nancy,0,0,14,5,10,3,3,0,2016-10-29,2016,Defaite,E,0
485,Monaco,St Etienne,1,1,13,6,15,9,4,0,2016-10-29,2016,Nul,E,1
486,Lyon,Toulouse,2,1,7,3,16,2,2,1,2016-10-29,2016,Victoire,E,3
487,Bordeaux,Marseille,0,0,5,1,8,0,1,0,2016-10-30,2016,Nul,E,1
488,Nantes,Nice,1,0,16,4,19,4,3,0,2016-10-30,2016,Defaite,E,0
489,Metz,Rennes,0,0,8,2,17,4,3,0,2016-10-30,2016,Defaite,E,0
490,Marseille,Montpellier,1,0,10,2,9,5,1,0,2016-11-04,2016,Defaite,E,0
491,Lille,Angers,0,0,6,1,12,3,0,0,2016-11-05,2016,Defaite,E,0
492,Lorient,Bordeaux,1,0,9,1,10,7,2,1,2016-11-05,2016,Defaite,E,0
493,Guingamp,Dijon,3,1,14,6,17,3,1,0,2016-11-05,2016,Nul,E,1
494,Bastia,Lyon,1,0,10,4,14,3,2,2,2016-11-05,2016,Defaite,E,0
495,Nancy,Monaco,0,0,8,1,18,6,1,0,2016-11-05,2016,Defaite,E,0
496,Toulouse,Nantes,1,1,4,4,8,2,2,0,2016-11-05,2016,Nul,E,1
497,Nice,Caen,0,0,4,1,18,4,3,0,2016-11-06,2016,Defaite,E,0
498,St Etienne,Metz,0,0,8,2,15,1,0,1,2016-11-06,2016,Nul,E,1
499,Rennes,Paris SG,0,0,4,1,10,2,2,0,2016-11-06,2016,Defaite,E,0
500,Lyon,Lille,1,1,17,3,15,5,3,0,2016-11-18,2016,Victoire,E,3
501,Monaco,Lorient,3,0,11,6,12,4,1,0,2016-11-18,2016,Victoire,E,3
502,Montpellier,Bastia,1,0,11,4,14,6,0,0,2016-11-19,2016,Nul,E,1
503,Dijon,Nancy,0,0,12,5,22,8,3,0,2016-11-19,2016,Defaite,E,0
504,Nantes,Paris SG,0,0,12,1,9,5,1,0,2016-11-19,2016,Defaite,E,0
505,Angers,Rennes,1,0,7,4,13,2,2,2,2016-11-19,2016,Nul,E,1
506,Metz,Toulouse,2,1,4,2,14,0,1,0,2016-11-19,2016,Victoire,E,3
507,Bordeaux,Guingamp,1,1,8,3,16,2,1,0,2016-11-20,2016,Nul,E,1
508,Caen,Marseille,0,0,3,0,16,2,1,0,2016-11-20,2016,Defaite,E,0
509,Nice,St Etienne,1,0,15,5,9,4,1,0,2016-11-20,2016,Victoire,E,3
510,Toulouse,Rennes,0,0,12,3,19,4,2,1,2016-11-25,2016,Defaite,E,0
511,Dijon,Bordeaux,2,1,9,6,14,4,2,0,2016-11-26,2016,Defaite,E,0
512,Guingamp,Caen,1,0,11,4,18,2,2,0,2016-11-26,2016,Nul,E,1
513,Lorient,Metz,3,1,10,6,18,3,2,0,2016-11-26,2016,Nul,E,1
514,Marseille,Monaco,0,0,9,3,9,4,2,0,2016-11-26,2016,Defaite,E,0
515,Nancy,Montpellier,0,0,5,2,16,0,3,0,2016-11-26,2016,Nul,E,1
516,Lille,Nantes,0,0,9,3,11,3,2,0,2016-11-26,2016,Nul,E,1
517,St Etienne,Angers,2,0,8,5,11,5,3,1,2016-11-27,2016,Victoire,E,3
518,Paris SG,Lyon,2,1,11,5,17,8,6,0,2016-11-27,2016,Victoire,E,3
519,Bastia,Nice,1,0,11,2,16,4,3,0,2016-11-27,2016,Nul,E,1
520,Monaco,Dijon,1,1,9,4,12,4,0,0,2016-11-29,2016,Nul,E,1
521,Caen,Lille,2,1,13,2,12,2,1,0,2016-11-29,2016,Defaite,E,0
522,Rennes,Lorient,1,1,15,8,11,3,1,0,2016-11-29,2016,Defaite,E,0
523,Bordeaux,Bastia,1,0,8,3,14,4,4,0,2016-11-30,2016,Nul,E,1
524,Nice,Guingamp,1,1,12,4,16,3,1,0,2016-11-30,2016,Victoire,E,3
525,Metz,Nancy,0,0,8,4,14,3,2,1,2016-11-30,2016,Defaite,E,0
526,Lyon,Nantes,6,3,20,9,11,10,1,0,2016-11-30,2016,Victoire,E,3
527,Angers,Paris SG,0,0,14,3,8,4,1,0,2016-11-30,2016,Defaite,E,0
528,Marseille,St Etienne,0,0,13,7,12,2,1,0,2016-11-30,2016,Nul,E,1
529,Montpellier,Toulouse,0,0,12,2,12,6,3,0,2016-11-30,2016,Defaite,E,0
530,Dijon,Caen,3,1,13,4,16,1,2,1,2016-12-02,2016,Nul,E,1
531,Lorient,Angers,2,1,13,5,9,11,1,0,2016-12-03,2016,Nul,E,1
532,Lille,Bordeaux,1,1,16,9,17,5,4,0,2016-12-03,2016,Victoire,E,3
533,Nantes,Guingamp,0,0,8,2,18,1,2,1,2016-12-03,2016,Defaite,E,0
534,Bastia,Monaco,0,0,7,0,11,5,3,0,2016-12-03,2016,Defaite,E,0
535,Paris SG,Montpellier,0,0,10,3,15,2,2,0,2016-12-03,2016,Defaite,E,0
536,Nancy,Marseille,0,0,7,2,8,1,1,1,2016-12-04,2016,Defaite,E,0
537,Toulouse,Nice,0,0,12,0,15,2,2,0,2016-12-04,2016,Defaite,E,0
538,St Etienne,Rennes,0,0,4,0,6,4,2,0,2016-12-04,2016,Defaite,E,0
539,Metz,Bastia,0,0,8,1,19,5,2,0,2016-12-10,2016,Defaite,E,0
540,Monaco,Bordeaux,4,2,16,6,15,9,1,0,2016-12-10,2016,Victoire,E,3
541,Marseille,Dijon,2,1,12,7,18,4,2,0,2016-12-10,2016,Victoire,E,3
542,Montpellier,Lille,1,0,17,6,13,3,1,0,2016-12-10,2016,Defaite,E,0
543,Angers,Nancy,0,0,10,2,8,12,1,0,2016-12-10,2016,Defaite,E,0
544,Lorient,Toulouse,2,1,17,8,5,8,0,0,2016-12-10,2016,Defaite,E,0
545,Rennes,Lyon,0,0,13,5,15,6,0,1,2016-12-11,2016,Defaite,E,0
546,Nice,Paris SG,2,2,5,3,10,0,3,0,2016-12-11,2016,Nul,E,1
547,Guingamp,St Etienne,0,0,18,8,14,4,2,0,2016-12-11,2016,Defaite,E,0
548,Nantes,Angers,2,1,11,4,9,1,3,0,2016-12-16,2016,Victoire,E,3
549,Paris SG,Guingamp,1,0,15,7,16,7,0,0,2016-12-17,2016,Defaite,E,0
550,St Etienne,Lorient,1,0,9,3,13,3,2,1,2016-12-17,2016,Defaite,E,0
551,Bordeaux,Montpellier,0,0,12,3,12,1,2,1,2016-12-17,2016,Defaite,E,0
552,Bastia,Rennes,2,0,14,4,11,6,0,0,2016-12-17,2016,Victoire,E,3
553,Nancy,Toulouse,1,1,10,3,12,3,3,0,2016-12-17,2016,Nul,E,1
554,Metz,Caen,0,0,16,3,13,6,3,1,2016-12-18,2016,Defaite,E,0
555,Lille,Marseille,0,0,13,4,15,2,0,0,2016-12-18,2016,Defaite,E,0
556,Lyon,Monaco,3,1,17,10,20,9,2,0,2016-12-18,2016,Victoire,E,3
557,Dijon,Nice,1,1,11,4,21,3,3,1,2016-12-18,2016,Defaite,E,0
558,Marseille,Bastia,2,1,7,3,13,4,3,0,2016-12-21,2016,Victoire,E,3
559,Nice,Bordeaux,0,0,15,4,8,0,2,2,2016-12-21,2016,Nul,E,1
560,Toulouse,Dijon,0,0,6,3,19,5,4,0,2016-12-21,2016,Defaite,E,0
561,Rennes,Lille,1,1,10,4,20,1,1,0,2016-12-21,2016,Nul,E,1
562,Angers,Lyon,0,0,11,3,15,3,2,0,2016-12-21,2016,Defaite,E,0
563,Guingamp,Metz,2,0,9,4,11,2,1,0,2016-12-21,2016,Nul,E,1
564,Caen,Monaco,1,0,16,5,12,2,0,1,2016-12-21,2016,Defaite,E,0
565,Montpellier,Nantes,0,0,18,4,12,8,0,0,2016-12-21,2016,Defaite,E,0
566,Lorient,Paris SG,0,0,4,1,10,3,1,0,2016-12-21,2016,Defaite,E,0
567,Nancy,St Etienne,0,0,5,3,11,2,1,1,2016-12-21,2016,Nul,E,1
568,St Etienne,Lille,1,1,8,3,14,4,3,0,2017-01-13,2016,Nul,E,1
569,Bordeaux,Angers,1,1,9,0,16,3,3,0,2017-01-14,2016,Nul,E,1
570,Guingamp,Lorient,1,1,12,7,14,6,3,0,2017-01-14,2016,Defaite,E,0
571,Dijon,Montpellier,1,1,6,2,12,5,0,0,2017-01-14,2016,Nul,E,1
572,Bastia,Nancy,0,0,11,2,13,5,0,1,2017-01-14,2016,Defaite,E,0
573,Paris SG,Rennes,1,1,9,4,7,2,2,0,2017-01-14,2016,Victoire,E,3
574,Nantes,Toulouse,1,1,8,1,17,3,3,0,2017-01-14,2016,Victoire,E,3
575,Lyon,Caen,2,2,16,5,21,5,3,0,2017-01-15,2016,Defaite,E,0
576,Monaco,Marseille,4,3,14,9,7,6,1,0,2017-01-15,2016,Victoire,E,3
577,Metz,Nice,0,0,15,3,13,4,1,0,2017-01-15,2016,Nul,E,1
578,Caen,Nantes,0,0,9,3,9,4,2,0,2017-01-18,2016,Defaite,E,0
579,Nice,Bastia,1,1,17,5,9,4,0,0,2017-01-20,2016,Nul,E,1
580,Toulouse,Bordeaux,0,0,8,6,16,4,1,1,2017-01-21,2016,Defaite,E,0
581,Lille,Dijon,0,0,11,3,19,7,2,0,2017-01-21,2016,Nul,E,1
582,Rennes,Guingamp,1,0,7,3,16,1,2,1,2017-01-21,2016,Nul,E,1
583,Montpellier,Metz,0,0,15,4,10,8,2,0,2017-01-21,2016,Defaite,E,0
584,Paris SG,Nantes,2,1,15,5,11,5,1,0,2017-01-21,2016,Victoire,E,3
585,Marseille,Lyon,1,0,11,4,18,8,2,0,2017-01-22,2016,Defaite,E,0
